business_id,promoter_credit_score,commercial_assets_value,bank_asset_value,gst_monthly_turnover_inr,gst_filing_regularity_score,upi_txn_frequency_monthly,upi_txn_volume_inr_monthly,epfo_contribution_consistency_months,aa_linked_accounts_count,financial_health_score,financial_health_category
3217,837,500000,3600000,,,4,435768.0,9.0,4,62.6,Good
3218,845,5600000,6600000,590012.0,100.0,38,661003.0,11.0,4,69.0,Good
3219,677,6000000,6300000,596246.0,76.7,26,692611.0,10.0,3,45.8,Fair
3220,430,1300000,9200000,,,40,713665.0,,3,39.4,Poor
3221,887,10800000,9500000,810081.0,100.0,59,970917.0,12.0,3,72.5,Good
3222,544,6400000,5800000,508162.0,40.5,25,186878.0,4.0,4,48.6,Fair
3223,355,3800000,3400000,462575.0,0.0,9,593347.0,2.0,4,47.4,Fair
3224,540,7600000,3600000,683554.0,33.7,37,1055713.0,0.0,3,54.3,Fair
3225,444,7900000,7900000,580577.0,27.9,2,749515.0,3.0,4,44.4,Fair
3226,567,9100000,8800000,523499.0,30.2,18,758485.0,,3,50.3,Fair
3227,513,2100000,2600000,177805.0,30.9,1,234904.0,7.0,4,42.7,Fair
3228,590,800000,2600000,200888.0,44.0,8,102918.0,5.0,3,40.9,Fair
3229,368,4500000,2100000,225086.0,52.9,4,206504.0,0.0,3,43.2,Fair
3230,413,3500000,1700000,,,1,208542.0,0.0,4,43.9,Fair
3231,401,2000000,3900000,,,13,828587.0,,2,43.7,Fair
3232,687,400000,1700000,,,1,99388.0,,2,48.9,Fair
3233,577,12000000,3900000,,,12,653015.0,4.0,4,47.2,Fair
3234,576,100000,300000,,,3,6758.0,,3,40.6,Fair
3235,687,3700000,8200000,,,37,,,3,58.8,Fair
3236,474,2400000,5600000,459512.0,21.1,21,258533.0,3.0,3,54.8,Fair
3237,709,2300000,1700000,,,14,117178.0,,4,43.7,Fair
3238,438,6200000,5700000,573224.0,30.5,11,812758.0,8.0,2,41.7,Fair
3239,306,7300000,6600000,731540.0,0.0,10,916748.0,,4,32.9,Poor
3240,383,2300000,3800000,344953.0,2.9,2,403871.0,1.0,3,37.9,Poor
3241,563,2300000,1400000,106215.0,39.6,1,76336.0,8.0,2,35.2,Poor
3242,371,2300000,1000000,139755.0,46.6,4,,,3,42.4,Fair
3243,379,2100000,2500000,147738.0,59.8,7,190411.0,0.0,2,42.6,Fair
3244,897,7900000,11100000,853018.0,100.0,34,925055.0,12.0,4,67.2,Good
3245,725,5300000,8600000,618462.0,68.4,12,966290.0,,3,52.5,Fair
3246,678,13400000,5300000,847786.0,47.4,49,1196466.0,9.0,4,52.0,Fair
3247,724,400000,5400000,440900.0,85.0,2,383392.0,,5,49.9,Fair
3248,808,600000,500000,,,1,68663.0,,3,55.8,Fair
3249,625,3000000,4800000,,,10,716228.0,1.0,2,46.9,Fair
3250,771,4500000,5800000,316792.0,41.9,30,292349.0,,3,67.1,Good
3251,695,3900000,9400000,672022.0,83.6,47,932467.0,,2,64.1,Good
3252,564,500000,1100000,,,2,83365.0,5.0,2,42.0,Fair
3253,349,12300000,5700000,580644.0,0.0,10,314449.0,0.0,5,40.1,Fair
3254,797,400000,400000,21443.0,92.5,1,10071.0,12.0,3,47.0,Fair
3255,391,7900000,7200000,675219.0,26.8,49,759812.0,1.0,4,52.8,Fair
3256,833,3300000,1600000,173890.0,94.2,8,139925.0,9.0,4,54.1,Fair
3257,515,6400000,5500000,320409.0,26.0,28,248133.0,,4,51.3,Fair
3258,671,3700000,4000000,207620.0,85.7,3,342050.0,10.0,4,51.2,Fair
3259,404,1600000,3000000,,,3,87989.0,,3,41.2,Fair
3260,537,3700000,6500000,581935.0,17.3,7,,2.0,5,44.0,Fair
3261,348,900000,1300000,,,6,64277.0,0.0,3,31.8,Poor
3262,647,0,2300000,207209.0,85.9,2,291755.0,12.0,2,46.8,Fair
3263,316,16100000,4300000,751183.0,16.7,24,2157837.0,0.0,4,40.7,Fair
3264,638,0,5200000,801879.0,63.2,22,615330.0,10.0,2,58.9,Fair
3265,363,1000000,900000,59637.0,5.9,0,61132.0,0.0,3,29.5,Poor
3266,808,7200000,6100000,578200.0,81.7,23,920835.0,10.0,4,58.1,Fair
3267,871,300000,3500000,169338.0,82.8,3,241602.0,11.0,3,63.9,Good
3268,607,3200000,3900000,497277.0,48.5,8,679766.0,,5,57.0,Fair
3269,571,5300000,8100000,711332.0,11.8,13,389899.0,7.0,5,60.2,Good
3270,446,13600000,10100000,,,30,1405062.0,,5,42.0,Good
3271,436,2900000,1300000,137737.0,20.9,6,165762.0,1.0,4,40.7,Fair
3272,738,4400000,8400000,473621.0,90.0,23,421740.0,,4,57.4,Fair
3273,519,3500000,1500000,232580.0,40.2,3,184872.0,6.0,3,41.5,Fair
3274,531,7400000,5900000,347289.0,57.3,1,363102.0,4.0,2,49.1,Fair
3275,578,400000,1200000,,,1,54573.0,,3,40.4,Fair
3276,578,6200000,5600000,887818.0,70.2,68,843893.0,3.0,4,54.7,Fair
3277,442,200000,3300000,380107.0,36.0,5,223081.0,,5,58.2,Fair
3278,751,6300000,11700000,703494.0,81.5,42,943537.0,9.0,4,61.7,Good
3279,353,9500000,6200000,590610.0,0.0,26,580852.0,0.0,3,44.3,Fair
3280,664,2900000,14100000,906148.0,79.5,44,713248.0,6.0,4,60.9,Good
3281,505,2400000,3900000,608881.0,68.7,17,662991.0,0.0,5,48.1,Fair
3282,571,3700000,5800000,353789.0,56.1,20,335461.0,8.0,4,42.3,Fair
3283,754,14900000,6100000,926628.0,100.0,45,1468450.0,12.0,3,58.6,Fair
3284,858,1200000,1100000,,,2,64038.0,,3,55.6,Excellent
3285,641,8800000,9100000,747185.0,41.4,37,1048391.0,,4,55.6,Fair
3286,592,11800000,5800000,972818.0,69.0,52,1064420.0,1.0,5,47.1,Fair
3287,432,0,5900000,410848.0,30.5,1,377503.0,,4,48.8,Fair
3288,558,11500000,5900000,818480.0,71.4,58,1054290.0,9.0,3,55.0,Fair
3289,547,700000,2400000,369740.0,45.5,27,407973.0,,2,53.2,Fair
3290,732,2400000,4400000,351839.0,62.4,17,577227.0,11.0,4,42.8,Fair
3291,784,1800000,6500000,472450.0,83.2,5,651690.0,8.0,4,64.9,Good
3292,605,10300000,9100000,703806.0,28.3,38,,,5,53.1,Fair
3293,688,800000,3500000,462341.0,50.0,8,245542.0,,3,59.0,Fair
3294,617,5800000,11400000,882563.0,75.5,28,1156601.0,4.0,5,56.9,Fair
3295,518,800000,500000,53349.0,56.5,6,63550.0,,4,42.4,Fair
3296,390,5700000,4600000,298692.0,25.0,0,336355.0,0.0,2,43.0,Fair
3297,370,4100000,2800000,270189.0,0.0,0,297484.0,,4,36.3,Poor
3298,802,8900000,7600000,505292.0,83.7,39,512601.0,12.0,2,57.9,Fair
3299,338,1200000,8500000,,,10,306972.0,0.0,2,36.7,Poor
3300,658,5100000,5600000,,,39,347024.0,,3,45.5,Fair
3301,595,3200000,1700000,150440.0,43.6,23,51756.0,8.0,3,44.3,Fair
3302,594,6400000,4500000,285333.0,34.4,23,340770.0,7.0,5,45.9,Fair
3303,611,2000000,2100000,114577.0,57.5,2,88090.0,4.0,4,38.4,Poor
3304,799,3100000,1000000,,,3,183037.0,12.0,4,58.2,Fair
3305,497,300000,10700000,826431.0,63.8,25,1183977.0,,2,46.8,Fair
3306,456,10800000,8800000,567084.0,16.7,19,562359.0,2.0,5,48.0,Poor
3307,396,300000,200000,20603.0,0.0,1,14801.0,,2,35.8,Poor
3308,770,900000,1100000,58473.0,45.8,2,38648.0,,4,49.9,Fair
3309,797,6400000,3300000,294841.0,88.7,29,484820.0,,2,53.2,Fair
3310,586,3000000,6000000,486593.0,42.5,3,514218.0,,2,51.3,Fair
3311,604,16500000,4800000,779390.0,30.0,21,880544.0,,4,41.8,Fair
3312,799,700000,2700000,2828594.6423763037,100.0,4,315606.0,12.0,3,55.4,Fair
3313,763,8400000,6700000,,,39,464627.0,12.0,4,65.2,Good
3314,725,4800000,7100000,630324.0,76.3,31,706786.0,10.0,5,63.5,Good
3315,336,800000,1500000,169396.0,33.6,3,113885.0,,2,31.3,Poor
3316,495,600000,300000,42892.0,48.7,0,24381.0,,2,26.4,Poor
3317,431,3800000,3100000,1700309.750085891,10.8,1,180740.0,,4,27.1,Poor
3318,415,1700000,700000,,,2,60166.0,1.0,3,40.2,Fair
3319,451,11400000,9000000,901811.0,43.8,41,,5.0,4,48.4,Fair
3320,489,7900000,3600000,453665.0,42.8,27,369599.0,,4,56.9,Poor
3321,415,600000,1500000,117818.0,25.9,1,104676.0,4.0,2,28.9,Poor
3322,425,1900000,2200000,,,3,222061.0,,5,41.0,Fair
3323,453,2400000,1600000,,,4,106275.0,,2,48.8,Fair
3324,634,7300000,4300000,376648.0,47.3,7,358407.0,,4,53.2,Fair
3325,519,0,300000,12848.0,39.1,1,8013.0,,2,25.5,Poor
3326,353,300000,1200000,,,2,71463.0,,3,46.2,Fair
3327,767,400000,1400000,107923.0,72.2,0,117796.0,,2,59.4,Fair
3328,473,4000000,6400000,657880.0,4.6,7,679946.0,,2,45.7,Fair
3329,801,1700000,7200000,578326.0,71.0,22,573969.0,,3,63.7,Good
3330,543,100000,1000000,71987.0,63.0,2,56297.0,,2,44.0,Fair
3331,714,4200000,8500000,561838.0,79.4,23,559854.0,12.0,3,59.6,Fair
3332,830,1100000,2100000,130735.0,92.7,6,68037.0,,2,48.2,Fair
3333,401,5400000,2400000,394870.0,11.2,30,400995.0,,4,43.2,Fair
3334,518,1100000,5700000,809662.0,49.5,20,808621.0,5.0,3,55.9,Fair
3335,367,1200000,1300000,70377.0,0.0,4,59854.0,,5,36.8,Poor
3336,493,700000,3600000,339914.0,41.9,5,334908.0,2.0,3,45.2,Fair
3337,505,16900000,11500000,898556.0,25.3,56,1565850.0,,5,52.5,Fair
3338,322,9800000,9400000,615887.0,0.0,2,1649705.0,0.0,4,36.7,Poor
3339,735,400000,100000,20795.0,67.0,3,29093.0,11.0,4,39.0,Poor
3340,622,200000,1700000,150665.0,52.1,3,115246.0,12.0,3,49.0,Fair
3341,513,7500000,5700000,384731.0,39.0,24,463443.0,6.0,3,45.8,Fair
3342,585,900000,900000,86180.0,56.6,0,77765.0,,2,36.6,Poor
3343,813,500000,800000,,,3,71395.0,12.0,3,57.7,Fair
3344,622,5000000,1600000,266784.0,44.3,8,135347.0,,4,46.8,Fair
3345,899,2200000,2200000,,,6,227862.0,,3,55.1,Fair
3346,459,1300000,1200000,172158.0,57.6,3,60680.0,,2,37.1,Poor
3347,369,5600000,7200000,858040.0,0.0,30,1004686.0,,4,43.8,Fair
3348,601,3100000,11800000,936476.0,58.1,38,469469.0,11.0,4,56.2,Fair
3349,703,1300000,900000,107498.0,99.8,2,77826.0,,3,44.9,Fair
3350,597,6000000,6800000,394077.0,30.9,11,418773.0,5.0,5,55.7,Fair
3351,670,5500000,6100000,332634.0,74.3,18,415908.0,,3,55.5,Fair
3352,366,300000,1400000,83237.0,0.0,4,96108.0,4.0,3,30.3,Poor
3353,857,12500000,10600000,749504.0,90.6,47,775178.0,10.0,4,65.7,Good
3354,401,6600000,3300000,580835.0,5.9,40,812896.0,0.0,2,41.5,Fair
3355,437,2300000,2000000,,,3,162185.0,4.0,4,40.0,Fair
3356,882,7800000,3100000,472659.0,100.0,23,380331.0,12.0,4,72.0,Good
3357,392,8100000,6700000,440327.0,34.0,6,556846.0,,4,40.1,Excellent
3358,421,7500000,2100000,294955.0,43.7,11,234219.0,,3,43.5,Fair
3359,722,300000,100000,13528.0,85.1,3,10711.0,8.0,2,42.2,Fair
3360,692,10100000,3900000,488795.0,42.1,40,462211.0,5.0,3,59.4,Fair
3361,537,14300000,7800000,750820.0,51.2,19,531516.0,4.0,5,55.0,Fair
3362,676,800000,1300000,179741.0,87.5,14,184786.0,,2,56.2,Fair
3363,817,2900000,2900000,,,15,160899.0,,2,52.2,Fair
3364,433,1600000,2300000,288741.0,43.3,0,463188.0,,3,44.2,Fair
3365,524,3400000,4600000,,,1,213687.0,12.0,4,53.3,Fair
3366,490,5100000,4100000,751786.0,69.2,14,582086.0,12.0,5,45.9,Fair
3367,595,2800000,4900000,437572.0,46.6,14,636565.0,7.0,4,49.0,Fair
3368,835,3200000,1400000,,,33,304958.0,12.0,2,59.2,Fair
3369,850,7100000,9700000,642311.0,92.0,28,900765.0,,4,62.6,Good
3370,409,1000000,900000,57975.0,47.6,3,83269.0,,2,36.5,Poor
3371,760,4300000,4600000,275355.0,49.9,10,198351.0,,3,59.4,Fair
3372,344,5600000,7700000,562460.0,0.0,13,496317.0,0.0,4,40.4,Fair
3373,881,9400000,9500000,668711.0,100.0,41,931530.0,,5,65.1,Good
3374,600,700000,5400000,6686410.864456534,47.0,8,1042289.0,,3,53.1,Fair
3375,790,13000000,5900000,643546.0,88.2,40,750159.0,12.0,4,61.0,Good
3376,392,8400000,6000000,698924.0,35.8,15,714535.0,,4,43.4,Fair
3377,748,1000000,1000000,116523.0,70.8,3,83347.0,,3,46.6,Fair
3378,798,5900000,6100000,560568.0,55.7,29,1154497.0,12.0,3,60.6,Good
3379,323,4000000,4400000,317620.0,43.6,7,616236.0,,3,39.4,Poor
3380,413,1500000,2600000,200572.0,4.5,8,281333.0,0.0,4,37.1,Poor
3381,733,1900000,1800000,108418.0,59.1,3,102800.0,,4,47.2,Fair
3382,543,4500000,4500000,292548.0,65.0,4,296788.0,3.0,4,46.0,Fair
3383,757,1600000,3000000,269657.0,75.4,14,262884.0,12.0,4,56.3,Fair
3384,464,1300000,1900000,192543.0,30.2,1,97963.0,0.0,4,40.9,Fair
3385,749,3700000,2200000,157035.0,89.6,7,114550.0,,3,65.5,Good
3386,680,200000,300000,46145.0,88.4,3,,,5,41.8,Fair
3387,574,1800000,5200000,,,10,435671.0,10.0,4,48.5,Good
3388,774,200000,400000,19758.0,100.0,1,15658.0,10.0,2,52.1,Fair
3389,387,6200000,6700000,539453.0,0.0,36,,,2,38.8,Poor
3390,397,6200000,5700000,363068.0,33.4,17,558309.0,,4,51.6,Fair
3391,816,9300000,7900000,473311.0,77.5,14,665488.0,8.0,4,61.8,Good
3392,845,4600000,3200000,258157.0,100.0,4,272481.0,,5,62.5,Good
3393,743,500000,300000,,,3,29085.0,10.0,2,48.3,Fair
3394,418,200000,200000,221853.6940545589,11.2,1,15468.0,7.0,2,37.8,Poor
3395,466,7000000,4700000,385648.0,43.6,6,662642.0,,3,39.0,Poor
3396,335,900000,400000,39382.0,25.0,4,21176.0,0.0,3,40.1,Fair
3397,446,2200000,5800000,364369.0,39.8,1,364672.0,,4,43.2,Fair
3398,868,13800000,5300000,7128359.794478738,83.1,51,1028618.0,11.0,3,73.1,Good
3399,763,3600000,5500000,654373.0,74.7,27,784984.0,6.0,5,54.7,Fair
3400,527,8900000,4700000,432548.0,42.2,13,377736.0,,4,50.2,Fair
3401,741,6100000,3700000,286875.0,78.8,12,655045.0,7.0,4,50.6,Fair
3402,802,2800000,11700000,776311.0,100.0,40,1046750.0,,3,67.5,Poor
3403,538,8300000,4900000,873403.0,8.0,50,611642.0,1.0,5,46.4,Fair
3404,523,2300000,2800000,389822.0,47.6,19,152609.0,,3,46.5,Fair
3405,381,1100000,1500000,,,4,137080.0,,3,34.8,Poor
3406,534,1600000,4000000,233364.0,28.4,10,312456.0,,4,36.3,Poor
3407,574,1200000,1100000,,,14,47796.0,2.0,4,38.1,Poor
3408,405,2900000,5900000,334731.0,17.2,5,287298.0,,2,42.7,Fair
3409,542,500000,2100000,137715.0,0.0,0,88415.0,0.0,2,37.4,Poor
3410,820,8100000,3900000,647192.0,80.7,11,831013.0,,4,58.9,Fair
3411,505,7900000,6200000,,,11,376356.0,9.0,2,49.3,Fair
3412,508,10900000,9200000,591956.0,48.6,12,587404.0,3.0,3,54.4,Fair
3413,835,2500000,3800000,,,19,582728.0,,4,62.8,Good
3414,826,2000000,7000000,479157.0,90.5,0,824152.0,,2,59.5,Fair
3415,427,1900000,7800000,530110.0,52.7,3,390826.0,0.0,4,43.8,Fair
3416,890,700000,400000,34650.0,100.0,1,42022.0,,3,56.0,Fair
3417,333,3000000,8200000,495996.0,24.8,3,484785.0,0.0,2,33.2,Poor
3418,679,10900000,6600000,,,25,786091.0,9.0,5,58.5,Fair
3419,805,1900000,2800000,,,31,320240.0,10.0,4,50.7,Fair
3420,826,2900000,2700000,411162.0,90.1,29,387910.0,12.0,3,62.7,Good
3421,844,4900000,4500000,527696.0,93.9,11,583845.0,11.0,4,62.8,Good
3422,663,4900000,2600000,364863.0,73.3,33,513315.0,10.0,4,41.3,Fair
3423,884,5400000,6600000,739205.0,93.7,26,495012.0,,3,70.9,Good
3424,508,0,1300000,,,3,47839.0,6.0,2,35.2,Poor
3425,581,4500000,3400000,,,1,443640.0,1.0,4,44.1,Fair
3426,481,12800000,9900000,667688.0,45.4,23,1132978.0,2.0,4,54.1,Fair
3427,543,12700000,12700000,840051.0,71.3,33,1407520.0,6.0,5,53.3,Fair
3428,448,2500000,3600000,297976.0,47.1,5,248390.0,,4,44.6,Fair
3429,713,1400000,1300000,122393.0,49.3,0,62933.0,11.0,2,46.9,Fair
3430,493,4500000,9300000,722171.0,44.4,26,648819.0,0.0,4,52.3,Fair
3431,819,2000000,3100000,,,16,276742.0,,4,58.5,Fair
3432,827,0,600000,,,3,29309.0,12.0,2,51.3,Fair
3433,398,7400000,6400000,419052.0,0.0,21,467485.0,,3,41.3,Fair
3434,692,300000,4000000,216651.0,59.2,0,217138.0,,2,58.1,Fair
3435,509,2500000,4900000,454783.0,57.1,4,360628.0,0.0,4,55.2,Fair
3436,439,5900000,10600000,702660.0,13.3,18,834645.0,,3,34.5,Poor
3437,622,3500000,2000000,246548.0,53.4,3,187271.0,4.0,4,54.0,Fair
3438,526,100000,0,11587.0,70.5,2,9849.0,1.0,1,30.1,Poor
3439,865,7200000,6300000,,,37,588102.0,,4,66.9,Good
3440,328,18400000,7900000,1022499.0,0.0,45,2243743.0,,4,40.1,Fair
3441,768,2200000,1500000,,,5,28724.0,7.0,4,55.1,Excellent
3442,854,6700000,8700000,641952.0,100.0,53,700495.0,9.0,4,59.8,Fair
3443,839,2400000,7400000,589236.0,72.6,8,637234.0,12.0,4,58.8,Poor
3444,414,2500000,6400000,,,16,474728.0,,3,42.5,Fair
3445,530,1000000,800000,98687.0,48.8,4,121728.0,2.0,3,37.6,Poor
3446,841,12100000,6000000,565806.0,100.0,36,576531.0,12.0,4,60.5,Good
3447,670,3100000,2700000,138873.0,79.2,12,94932.0,,3,47.9,Fair
3448,726,4800000,8400000,706441.0,64.1,45,1162600.0,12.0,4,57.9,Fair
3449,352,2600000,3700000,216196.0,33.1,3,146257.0,,2,38.4,Poor
3450,554,8600000,7900000,614958.0,41.6,29,951225.0,12.0,5,61.1,Good
3451,728,1300000,600000,49445.0,55.0,17,46205.0,9.0,3,44.7,Fair
3452,463,5600000,8400000,618119.0,28.1,49,685292.0,6.0,5,47.5,Fair
3453,431,3700000,2900000,180581.0,51.5,1,129832.0,0.0,4,44.4,Fair
3454,445,100000,300000,,,2,25338.0,,3,30.5,Poor
3455,896,1100000,1100000,61360.0,100.0,4,84984.0,,3,45.3,Fair
3456,420,100000,2300000,177545.0,53.2,1,237902.0,0.0,4,26.4,Poor
3457,315,1200000,7300000,715292.0,0.0,12,853611.0,0.0,5,26.9,Poor
3458,867,7200000,9900000,777629.0,78.3,30,901573.0,11.0,5,74.3,Good
3459,342,1900000,11200000,,,12,831758.0,2.0,4,43.0,Fair
3460,711,5100000,4500000,416159.0,81.0,36,546804.0,5.0,3,59.5,Fair
3461,723,1800000,7100000,729525.0,79.4,25,624259.0,12.0,4,61.8,Good
3462,704,2800000,4000000,372044.0,100.0,1,250449.0,10.0,3,50.4,Fair
3463,842,12200000,9600000,589059.0,100.0,53,553977.0,,5,76.2,Good
3464,600,8500000,4100000,696248.0,47.7,11,580944.0,6.0,3,55.4,Fair
3465,688,16300000,11100000,905026.0,70.4,44,1076302.0,12.0,4,61.8,Good
3466,739,600000,400000,,,1,85960.0,9.0,3,55.0,Fair
3467,798,1300000,400000,56930.0,59.4,4,52740.0,9.0,4,56.4,Fair
3468,319,7400000,5500000,347246.0,54.9,8,690740.0,0.0,3,45.2,Fair
3469,583,800000,2500000,322928.0,61.4,8,297899.0,5.0,2,54.1,Fair
3470,535,8000000,5400000,406506.0,47.5,15,431125.0,11.0,4,46.5,Fair
3471,696,12200000,7100000,,,25,603061.0,12.0,4,61.0,Good
3472,672,1600000,6700000,643943.0,80.3,10,881012.0,9.0,3,49.3,Fair
3473,410,9200000,5600000,442175.0,19.4,13,352775.0,6.0,5,34.9,Poor
3474,546,300000,4800000,,,4,178212.0,,3,48.3,Fair
3475,550,6400000,7000000,447938.0,57.1,10,418775.0,7.0,3,54.2,Fair
3476,344,800000,300000,46245.0,17.4,3,55839.0,,4,21.8,Poor
3477,743,14800000,5300000,1044414.0,65.3,70,1124984.0,9.0,4,63.0,Good
3478,772,11300000,13500000,876319.0,100.0,38,2072969.0,,4,66.0,Good
3479,302,1500000,8200000,867355.0,8.4,21,1217372.0,1.0,4,40.2,Fair
3480,376,800000,1700000,263153.0,29.2,4,178698.0,,4,47.5,Fair
3481,747,4500000,3500000,,,23,136266.0,12.0,4,52.3,Fair
3482,710,3700000,4600000,,,20,419479.0,,4,53.2,Fair
3483,892,500000,9200000,4655860.721824998,100.0,10,508410.0,12.0,5,65.7,Good
3484,492,2300000,3200000,1526236.6105944116,50.8,11,356575.0,,4,41.1,Fair
3485,559,2800000,5400000,655484.0,34.8,24,775567.0,,5,47.5,Fair
3486,314,900000,2000000,160734.0,6.2,2,216929.0,0.0,3,30.0,Poor
3487,744,4100000,2000000,,,18,264819.0,,3,55.7,Fair
3488,690,11800000,9300000,632252.0,53.5,38,469521.0,,4,56.8,Fair
3489,347,12200000,8100000,542096.0,52.7,10,509263.0,0.0,4,46.0,Fair
3490,677,10800000,8700000,803103.0,43.1,79,846874.0,,5,61.8,Good
3491,468,5100000,3600000,387993.0,8.7,1,394585.0,,4,29.2,Poor
3492,674,12700000,9300000,753614.0,91.5,48,880445.0,3.0,3,49.7,Fair
3493,353,4400000,7200000,831254.0,24.9,23,1243567.0,,4,40.5,Fair
3494,727,4900000,5400000,304674.0,58.6,4,398236.0,,2,60.1,Good
3495,512,4000000,9900000,806446.0,50.6,27,733234.0,7.0,5,46.2,Fair
3496,454,9300000,12000000,879117.0,56.0,31,1287654.0,,5,51.1,Fair
3497,315,8600000,4000000,,,28,326943.0,,2,42.2,Fair
3498,480,11900000,8700000,533150.0,80.9,17,714741.0,7.0,2,50.7,Fair
3499,685,1900000,9100000,792581.0,38.8,19,1039553.0,12.0,4,53.2,Fair
3500,460,1300000,5000000,613876.0,43.1,2,,,3,38.4,Poor
3501,704,11700000,11400000,817510.0,94.1,74,1053863.0,11.0,3,53.3,Fair
3502,692,12200000,5000000,683212.0,87.1,23,950313.0,,5,74.5,Good
3503,398,6000000,4600000,289488.0,16.2,10,418931.0,0.0,3,43.2,Fair
3504,882,500000,600000,,,3,76829.0,,3,65.2,Good
3505,860,200000,5400000,,,32,1177424.0,12.0,3,58.6,Fair
3506,330,3800000,6200000,450782.0,22.7,20,301167.0,,3,45.4,Fair
3507,447,700000,800000,,,2,47083.0,6.0,2,34.0,Poor
3508,788,14400000,10400000,964514.0,100.0,65,1139041.0,,3,67.4,Good
3509,526,1600000,11000000,834286.0,23.8,14,914284.0,0.0,3,47.7,Fair
3510,577,10300000,14100000,900063.0,46.9,51,1422171.0,10.0,4,51.7,Fair
3511,372,11700000,8000000,867838.0,0.0,47,960076.0,0.0,4,41.9,Fair
3512,759,8000000,10800000,629995.0,75.7,25,706665.0,11.0,5,60.2,Good
3513,465,1900000,3200000,355327.0,49.8,15,,0.0,2,39.3,Poor
3514,789,4100000,3600000,213297.0,89.8,22,153592.0,10.0,5,57.3,Fair
3515,680,11800000,6300000,701928.0,100.0,43,1301982.0,12.0,5,53.7,Fair
3516,681,3000000,8800000,703018.0,72.6,24,745366.0,,4,59.3,Fair
3517,673,100000,9000000,,,11,977457.0,5.0,3,49.8,Fair
3518,313,9300000,8000000,629465.0,7.0,32,426691.0,0.0,4,49.5,Fair
3519,551,9400000,5500000,437345.0,35.0,8,281568.0,,4,49.1,Fair
3520,453,7700000,10000000,629263.0,28.4,48,827289.0,0.0,5,46.9,Fair
3521,650,13400000,6400000,642266.0,84.0,30,684950.0,,5,64.8,Good
3522,439,1800000,1200000,77926.0,29.1,3,69252.0,,2,35.7,Poor
3523,658,4300000,2700000,222583.0,50.8,4,173920.0,,2,48.9,Fair
3524,379,9100000,3100000,514154.0,0.0,2,,2.0,5,38.8,Poor
3525,450,3000000,1800000,248227.0,20.8,2,384629.0,,4,42.7,Fair
3526,849,2000000,2700000,,,8,353046.0,,2,53.9,Fair
3527,865,400000,200000,,,3,23856.0,12.0,2,57.5,Fair
3528,853,400000,1700000,145445.0,74.9,0,76145.0,,3,55.1,Fair
3529,555,1200000,1700000,86528.0,41.4,2,70440.0,5.0,2,47.2,Fair
3530,821,8200000,11100000,5723346.78777714,96.1,44,1961720.0,8.0,3,70.4,Good
3531,820,500000,1200000,158856.0,60.3,2,178821.0,,3,51.6,Fair
3532,721,6100000,5900000,470615.0,61.1,36,442246.0,,2,52.3,Fair
3533,831,3000000,5400000,715424.0,83.0,41,707944.0,10.0,5,60.7,Good
3534,571,3200000,6200000,322446.0,35.6,19,414963.0,3.0,2,47.8,Fair
3535,582,1800000,1700000,,,1,189617.0,,3,46.4,Fair
3536,487,8500000,5400000,421327.0,32.5,1,363591.0,7.0,4,48.5,Fair
3537,758,4400000,9500000,,,16,322429.0,12.0,4,58.3,Fair
3538,636,5100000,7200000,718461.0,69.0,36,518932.0,3.0,4,51.4,Fair
3539,857,13700000,8800000,627950.0,100.0,43,678462.0,12.0,4,62.3,Good
3540,678,200000,7000000,364958.0,98.1,13,294579.0,,4,53.4,Fair
3541,551,3500000,8300000,,,31,987086.0,6.0,5,46.8,Fair
3542,668,17200000,10500000,907957.0,77.2,54,892379.0,0.0,4,63.6,Good
3543,672,10400000,7600000,603046.0,64.3,36,596391.0,5.0,4,59.5,Fair
3544,439,2800000,4400000,265585.0,29.8,5,217359.0,,4,49.3,Fair
3545,636,2300000,10700000,755977.0,54.1,16,1043742.0,12.0,5,50.9,Fair
3546,393,1400000,2900000,,,1,101965.0,5.0,3,35.1,Poor
3547,848,1000000,1500000,213129.0,100.0,0,167142.0,,3,44.8,Fair
3548,790,10200000,7700000,492735.0,77.6,51,292344.0,6.0,2,55.4,Fair
3549,312,2200000,11000000,843553.0,0.0,30,774117.0,,3,35.8,Poor
3550,775,4700000,6500000,419286.0,77.4,28,824467.0,,4,60.6,Good
3551,403,11700000,9200000,858543.0,25.0,48,1923354.0,0.0,4,58.0,Fair
3552,867,700000,7400000,590462.0,100.0,2,804048.0,,3,64.9,Good
3553,558,5400000,3100000,447877.0,63.1,22,550546.0,,4,54.2,Fair
3554,548,2400000,2600000,155651.0,37.1,1,120926.0,3.0,3,40.4,Fair
3555,486,8800000,7700000,605656.0,40.3,26,719314.0,2.0,4,42.4,Fair
3556,635,4600000,3900000,259356.0,78.4,7,243984.0,,3,49.1,Fair
3557,538,2000000,3600000,,,8,412073.0,,2,43.2,Fair
3558,496,10900000,4600000,648094.0,35.9,29,898912.0,,3,45.0,Fair
3559,411,300000,1600000,,,2,64825.0,,3,36.4,Poor
3560,857,4200000,2800000,1680348.8152284382,100.0,8,515420.0,,3,53.2,Fair
3561,360,10600000,6100000,587196.0,0.0,22,1028858.0,0.0,4,47.2,Fair
3562,461,12700000,11400000,883649.0,27.3,48,898718.0,,5,49.8,Fair
